"","Indicator.Name","Indicator.Code","Year.Month","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cabo Verde","Cameroon","Central African Republic","Chad","Comoros","Côte d'Ivoire","Democratic Republic of the Congo","Djibouti","Egypt","Equatorial Guinea","Eswatini","Ethiopia","Gabon","Ghana","Guinea","Guinea-Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Republic of Congo","Rwanda","São Tomé and Príncipe","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","South Sudan","Sudan","Tanzania","The Gambia","Togo","Tunisia","Uganda","Zambia","Zimbabwe"
"1747","Education","PCPIED_PC_CP_A_PT","2022-04-30",NA,NA,0.15,5.3,NA,0.6,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,28.2,NA,NA,8.89,NA,0.98,5.71,NA,NA,4.6,NA,-6.28,NA,4,1.27,NA,3.1,NA,14.4,NA,6.7,NA,NA,NA,53.35,-0.63,4.4,NA,NA,NA,NA,NA,9.54,9,2.35,NA
"1748","Education","PCPIED_PC_CP_A_PT","2022-05-31",NA,NA,-0.02,4.5,NA,-0.52,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,28.8,NA,NA,8.89,NA,1,5.71,NA,NA,4.6,NA,-1.68,NA,4,1.27,NA,NA,NA,NA,NA,6.65,NA,NA,NA,53.35,-0.63,4.4,NA,NA,NA,NA,NA,NA,8.4,NA,NA
"1749","Education","PCPIED_PC_CP_A_PT","2022-06-30",NA,NA,-0.02,2.54,NA,0.26,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,29.5,NA,NA,8.89,NA,1.1,5.71,NA,NA,4.6,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,6.65,NA,NA,NA,47.67,-0.63,4.4,NA,NA,NA,NA,NA,NA,8.9,NA,NA
"1750","Education","PCPIED_PC_CP_A_PT","2022-07-31",NA,NA,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,3.23,NA,NA,NA,NA,NA,NA,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA
"1751","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-01-31",NA,3.69,NA,NA,NA,20.5,4.42,NA,NA,NA,NA,7.86,NA,NA,NA,NA,8.02,7.04,NA,NA,67.18,NA,NA,6.11,4.53,NA,NA,NA,NA,NA,8.67,0,NA,7.3,NA,3.43,-1.38,8.45,NA,0,20.38,8.49,NA,NA,NA,7.29,NA,1.22,2.34,4.95,NA,NA,NA
"1752","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-02-29",NA,2.55,NA,NA,NA,21.37,4.56,NA,NA,NA,NA,9.42,NA,NA,NA,NA,5.96,12.2,NA,NA,11.36,NA,NA,5.43,2.4,NA,NA,NA,NA,NA,8.77,0,4.2,7.31,NA,1.42,9.15,2.22,NA,0.5,26.45,8.31,NA,NA,NA,14.71,NA,1.22,2.01,4.95,NA,NA,NA
"1753","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-03-31",NA,1.82,NA,NA,NA,21.48,2.65,NA,NA,NA,NA,7.54,NA,NA,NA,NA,6.29,17.96,NA,NA,10.17,NA,NA,5.55,6.25,NA,NA,NA,NA,NA,8.07,0,5.79,8.37,NA,-0.07,11.89,11.74,NA,0.26,26.44,8.34,NA,NA,NA,7.49,NA,1.22,0.35,4.95,NA,NA,NA
"1754","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-04-30",NA,1.83,NA,NA,NA,21.81,2.32,NA,NA,NA,NA,6.83,NA,NA,NA,NA,9.17,14.77,NA,NA,11.93,NA,NA,5.84,4.62,NA,NA,NA,NA,NA,8.28,0,6.23,10.13,NA,2.73,13.2,13.71,NA,0.44,26.94,7.34,NA,NA,-2.01,16,NA,1.23,2.7,4.98,NA,NA,NA
"1755","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-05-31",NA,2.22,NA,NA,NA,19.86,0,NA,NA,NA,NA,5.48,NA,NA,NA,NA,11.14,18.34,NA,NA,11.32,NA,NA,5.03,4.45,NA,NA,NA,NA,NA,9.73,0,4.91,9.91,NA,5.33,13.39,13.12,NA,0.18,26.26,7.22,NA,NA,4.34,16.1,NA,1.34,3.7,0.08,NA,NA,NA
"1756","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-06-30",NA,2.92,NA,NA,NA,24.79,3.04,NA,NA,NA,NA,5.84,NA,NA,NA,NA,10.59,27.81,NA,NA,10.83,NA,NA,5.03,6.4,NA,NA,NA,NA,NA,9.56,0,4.71,10,NA,5.35,14.02,13.51,NA,1.22,26.5,9.38,NA,NA,0.61,10.65,NA,1.02,9.06,0.32,NA,NA,NA
"1757","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-07-31",NA,4.08,NA,NA,NA,23.65,-0.1,NA,NA,NA,NA,6.06,NA,NA,NA,NA,8.79,42.89,NA,NA,11.77,NA,NA,4.66,3.35,NA,NA,NA,NA,NA,7.76,0,4.67,9.55,NA,7.08,13.22,13.12,NA,0.53,26.62,9.93,NA,NA,0.61,10.84,NA,1.02,11.29,0.32,NA,NA,NA
"1758","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-08-31",NA,4.82,NA,NA,NA,21.49,-0.1,NA,NA,NA,NA,2.99,NA,NA,NA,NA,11.38,46.9,NA,NA,8.44,NA,NA,4.68,0.52,NA,NA,NA,NA,NA,5.22,5.58,4.77,11.44,NA,3.55,14.29,29.17,NA,-0.94,28.78,9.88,NA,NA,2.31,13.53,NA,0.97,7.59,0.32,NA,NA,NA
"1759","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-09-30",NA,5.21,NA,NA,NA,13.12,-0.2,NA,NA,NA,NA,2.79,NA,NA,NA,NA,10.74,47.91,NA,NA,8.26,NA,NA,5.63,2.36,NA,NA,NA,NA,NA,7.08,6.07,4.6,12.7,NA,1.88,15.92,31.87,NA,-0.23,28.86,8.74,NA,NA,-16.27,8.05,NA,0.97,6.57,0.32,NA,NA,NA
"1760","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-10-31",NA,6.19,NA,NA,NA,13.81,-0.98,NA,NA,NA,NA,2.59,NA,NA,NA,NA,11.14,49.97,NA,NA,6.2,NA,NA,5.77,3.34,NA,NA,NA,NA,NA,6.2,6.07,5.68,12.87,NA,2.83,13.63,32.76,NA,0.38,24.13,9.09,NA,NA,-9.35,6.21,NA,0.87,12.86,0.32,NA,NA,NA
"1761","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-11-30",NA,6.62,NA,NA,NA,13.84,0.39,NA,NA,NA,NA,2.3,NA,NA,NA,NA,12.63,48.54,NA,NA,8.79,NA,NA,5.81,2.91,NA,NA,NA,NA,NA,5.9,6.07,6.15,13.15,NA,2.96,12.9,34.7,NA,0.43,80.76,9.04,NA,NA,-1.63,5.22,NA,0.95,8.55,0.35,NA,NA,NA
"1762","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2008-12-31",NA,7.47,NA,NA,NA,14.1,0.39,NA,NA,NA,NA,1.94,NA,NA,NA,NA,11.3,47.73,NA,NA,9.26,NA,NA,5.46,4.42,NA,NA,NA,NA,NA,5.64,6.07,6.12,12.93,NA,3.33,13.14,35.5,NA,0.26,83.03,9.07,NA,NA,29.48,4.87,NA,1.6,1.03,0.35,NA,NA,NA
"1763","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-01-31",NA,9.13,4.42,NA,NA,17.98,0.89,NA,NA,NA,NA,1.18,NA,NA,NA,NA,10.42,49.43,NA,NA,9.85,NA,NA,5.53,3.24,NA,NA,NA,NA,NA,5.8,6.07,7.2,13.06,NA,0.91,12.35,34.34,NA,-1.81,77.16,4.51,NA,10.22,2.47,-0.81,NA,1.8,6.18,0.29,NA,NA,NA
"1764","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-02-28",NA,8.74,5.32,NA,NA,17.14,1.88,NA,NA,NA,NA,1.15,NA,NA,NA,NA,10,44.83,NA,NA,11.74,NA,NA,5.02,6.93,NA,NA,NA,NA,NA,5.98,6.07,6.7,13,NA,2.85,0.49,29.41,NA,-2.28,68.55,4.47,NA,10.34,1.64,-7.17,NA,1.78,7.51,0.29,NA,NA,NA
"1765","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-03-31",NA,8.72,5.65,NA,NA,17.03,1.79,NA,NA,NA,NA,0.28,NA,NA,NA,NA,10.27,38.19,NA,NA,13.08,NA,NA,7.58,10.53,NA,NA,NA,NA,NA,7.18,6.07,5.66,13.39,NA,0.36,0.52,24.04,NA,-0.79,68.93,4.54,NA,10.62,-1.49,-0.9,NA,1.88,7.95,6.72,NA,NA,NA
"1766","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-04-30",NA,8.8,5.97,NA,NA,16.49,0.89,NA,NA,NA,NA,-0.19,NA,NA,NA,NA,10.52,41.46,NA,NA,12.42,NA,NA,7,10.71,NA,NA,NA,NA,NA,6.68,5.88,4.62,12.24,NA,1.37,0.51,22.41,NA,-1.06,64.21,4.9,NA,10.8,4.05,-8.11,NA,1.53,9.26,6.68,NA,NA,NA
"1767","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-05-31",NA,9.45,5.76,NA,NA,16.12,2.5,NA,NA,NA,NA,-0.3,NA,NA,NA,NA,9.86,37.46,NA,NA,13.92,NA,NA,7,8.38,NA,NA,NA,NA,NA,5.23,5.97,5.22,11.74,NA,-0.24,0.24,17.18,NA,-0.91,65.23,6.17,NA,10.76,4.51,1.06,NA,1.76,6.23,6.57,NA,NA,NA
"1768","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-06-30",NA,9.48,4.7,NA,NA,11.19,0.98,NA,NA,NA,NA,-0.69,NA,NA,NA,NA,9.92,28.51,NA,NA,15.21,NA,NA,6.69,11.91,NA,NA,NA,NA,NA,5.6,5.97,5.78,12.01,NA,0.35,0.46,16.32,NA,-1.9,64.89,5.84,NA,10.76,6.75,6.51,NA,1.45,6.27,6.44,NA,NA,NA
"1769","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-07-31",NA,8.91,4.79,NA,NA,10.38,1.38,NA,NA,NA,NA,-0.72,NA,NA,NA,NA,10.86,17.02,NA,NA,15.48,NA,NA,6.58,14.96,NA,NA,NA,NA,NA,5.22,5.97,6.5,12.77,NA,1.12,0.07,14.99,NA,-0.99,69.32,5.95,NA,11.64,0.41,6.45,NA,1.55,2.32,11.36,NA,NA,NA
"1770","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-08-31",NA,8.77,5.01,NA,NA,12.9,2.38,NA,NA,NA,NA,-0.17,NA,NA,NA,NA,8.86,12.99,NA,NA,14.36,NA,NA,7.11,22.37,NA,NA,NA,NA,NA,5.51,0.37,5.97,11.98,NA,-0.11,0.53,2.81,NA,-0.08,47.73,5.43,NA,12.58,-0.2,5.91,NA,1.68,6.44,11.36,NA,NA,NA
"1771","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-09-30",NA,8.38,4.48,NA,NA,12.99,2.87,NA,NA,NA,NA,-0.23,NA,NA,NA,NA,9.54,12.18,NA,NA,17.37,NA,NA,7.38,20.2,NA,NA,NA,NA,NA,1.83,-0.09,5.86,11.19,NA,0.06,0.33,-0.5,NA,-0.28,45.47,5.43,NA,11.8,0,10.4,NA,1.68,6.61,11.47,NA,NA,NA
"1772","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-10-31",NA,8.08,4.27,NA,NA,12.73,2.67,NA,NA,NA,NA,-0.16,NA,NA,NA,NA,9.52,12.2,NA,NA,20.14,NA,NA,7.46,16.21,NA,NA,NA,NA,NA,2.01,-0.09,6.86,11.47,NA,1.92,0.78,-0.18,NA,-0.2,39.93,5.3,NA,11.31,20.78,12.08,NA,1.71,1.24,11.51,NA,NA,NA
"1773","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-11-30",NA,8.17,4.9,NA,NA,12.92,2.25,NA,NA,NA,NA,-0.05,NA,NA,NA,NA,7.55,12.61,NA,NA,18.54,NA,NA,7.51,14.13,NA,NA,NA,NA,NA,2.09,-0.09,7.57,12.35,NA,2.42,0.55,-1.93,NA,0.07,-4.28,4.91,NA,11.31,-1.95,13.14,NA,1.67,0.1,11.47,NA,NA,NA
"1774","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2009-12-31",NA,9.78,1.35,NA,NA,12.84,2.25,NA,NA,NA,NA,0.36,NA,NA,NA,NA,8.63,12.33,NA,NA,18.27,NA,NA,7.75,13.32,NA,NA,NA,NA,NA,2.1,-0.09,7.76,12.75,NA,4.49,0.52,-1.12,NA,2.28,-5.62,4.79,NA,11.31,-17.86,13.52,NA,1.08,6.22,11.47,NA,NA,NA
"1775","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-01-31",NA,9.42,1.25,NA,NA,0.1,1.95,NA,NA,NA,NA,-0.78,NA,NA,NA,NA,7.76,11.7,NA,NA,16.91,NA,NA,7.94,15.35,NA,NA,NA,NA,NA,2.18,-0.09,11.66,12.47,NA,4.83,-0.37,1.58,NA,6.37,-5.78,4.67,NA,11.04,-0.2,13.16,NA,0.89,-0.58,11.5,NA,NA,-6.63
"1776","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-02-28",NA,9.85,0.38,NA,NA,0.77,1.46,NA,NA,NA,NA,-1,NA,NA,NA,NA,6.95,9.76,NA,NA,15.21,NA,NA,8.18,20.63,NA,NA,NA,NA,NA,1.91,0,12.17,12.97,NA,4.25,1.08,0.75,NA,5.83,-5.85,4.92,NA,9.8,4.15,13.09,NA,0.91,-2.05,11.5,NA,NA,2.33
"1777","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-03-31",NA,9.89,0.57,NA,NA,0.83,1.56,NA,NA,NA,NA,-0.01,NA,NA,NA,NA,8.32,11.62,NA,NA,18.36,NA,NA,8.73,11.8,NA,NA,NA,NA,NA,0.86,0,13.29,10.9,NA,5.91,1.06,3.36,NA,4.72,-6.03,5.09,NA,11.06,17.73,13.47,NA,0.82,-1.92,4.82,NA,NA,13.43
"1778","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-04-30",NA,10.02,0.86,NA,NA,1.49,2.15,NA,NA,NA,NA,-0.45,NA,NA,NA,NA,6.45,13.01,NA,NA,21.65,NA,NA,10.1,10.82,NA,NA,NA,NA,NA,0.94,0.19,13.24,9.9,NA,5.8,0.55,4.16,NA,4.67,-3.69,5.03,NA,10.79,20.17,13.86,NA,0.85,-4.06,6.46,NA,NA,17.41
"1779","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-05-31",NA,10.94,1.24,NA,NA,1.81,1.95,NA,NA,NA,NA,-0.55,NA,NA,NA,NA,6.75,11.98,NA,NA,21.82,NA,NA,10.54,14.14,NA,NA,NA,NA,NA,1.2,0.09,13.14,11.38,NA,4.31,0.34,8.34,NA,4.82,-3.8,4.41,NA,10.74,19.74,8.16,NA,0.6,-4.35,6.65,NA,NA,18.9
"1780","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-06-30",NA,11.23,-0.1,NA,NA,0.82,2.92,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,7.55,12.57,NA,NA,21.17,NA,NA,10.53,12.38,NA,NA,NA,NA,NA,0.51,0.09,12.97,11.05,NA,8.77,0.34,5.71,NA,3.99,-3.95,4.19,NA,10.54,-1.53,7.61,NA,0.71,-0.28,6.72,NA,NA,12.73
"1781","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-07-31",NA,12.7,-0.19,NA,NA,1.65,2.92,NA,NA,NA,NA,-1.16,NA,NA,NA,NA,5.98,10.23,NA,NA,20.45,NA,NA,10.67,7.55,NA,NA,NA,NA,NA,0.51,0.09,12.11,11.23,NA,8.09,0.12,5.5,NA,3.8,-6.59,5.16,NA,9.61,4.68,7.38,NA,0.61,3.69,2.01,NA,NA,13.14
"1782","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-08-31",NA,12.49,0.1,NA,NA,1.98,2.81,NA,NA,NA,NA,-1.63,NA,NA,NA,NA,6.69,10.67,NA,NA,21.42,NA,NA,9.78,2.38,NA,NA,NA,NA,NA,0.43,0.09,13.04,9.22,NA,12.05,0.19,5.81,NA,4.3,-1.65,5.57,NA,6.99,5.11,5.16,NA,1.11,7.09,2.01,NA,NA,12.42
"1783","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-09-30",NA,12.59,0.19,NA,NA,2,2.21,NA,NA,NA,NA,-1.41,NA,NA,NA,NA,6.98,13.3,NA,NA,18.91,NA,NA,8.72,2.64,NA,NA,NA,NA,NA,0.51,0.09,14.3,9.41,NA,9.75,0.06,4.79,NA,4.39,-0.09,5.74,NA,7.17,0.4,5.16,NA,1.29,5.17,1.91,NA,NA,12.45
"1784","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-10-31",NA,12.23,0.29,NA,NA,1.61,2.21,NA,NA,NA,NA,-0.94,NA,NA,NA,NA,6.27,19.41,NA,NA,17.83,NA,NA,8.45,5.94,NA,NA,NA,NA,NA,0.6,0.09,15.56,8.32,NA,12.11,-0.29,4.36,NA,4.16,-0.2,5.55,NA,7.17,-16.22,5.16,NA,1.22,4.44,1.99,NA,NA,10.91
"1785","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-11-30",NA,13.63,0.29,NA,NA,5.51,2.58,NA,NA,NA,NA,-1.1,NA,NA,NA,NA,6.63,20.97,NA,NA,17.74,NA,NA,8.73,11.43,NA,NA,NA,NA,NA,6.31,0.09,13.79,8.03,NA,12.16,-0.03,5.48,NA,3.66,-0.04,5.51,NA,7.37,4.69,5.16,NA,1.18,3.06,2.05,NA,NA,12.27
"1786","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2010-12-31",NA,12.27,0.2,NA,NA,5.35,2.58,NA,NA,NA,NA,0.08,NA,NA,NA,NA,5.74,23.26,NA,NA,18.62,NA,NA,8.41,13.91,NA,NA,NA,NA,NA,17.74,0.09,13.71,7.3,NA,9.84,0,3.48,NA,1.23,0.03,5.51,NA,7.17,2.34,5.21,NA,1.13,4.62,2.08,NA,NA,10.12
"1787","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-01-31",NA,11.68,0.57,10.62,NA,5.01,2.68,NA,NA,1.37,NA,0.37,NA,NA,46.89,2.79,5.21,23.46,5.51,NA,18.38,NA,NA,8.15,12.86,NA,NA,NA,2.36,9.27,17.38,0.09,10.66,7.11,NA,8.15,-0.39,1.38,NA,-0.72,-0.1,6.2,NA,7.36,3.74,12.57,NA,1.08,8.46,2,NA,NA,10.06
"1788","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-02-28",NA,11.52,0.38,10.78,NA,4.33,3.07,NA,NA,2.07,NA,1.86,NA,NA,46.89,2.19,4.97,20.69,2.27,NA,19.77,NA,NA,7.84,9.58,NA,NA,NA,5.6,9.76,17.46,0,10.25,6.13,NA,10.48,-0.42,4.04,NA,-0.1,-0.09,6.66,NA,7.14,18.02,12.9,NA,1.14,7.97,2,NA,NA,7.21
"1789","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-03-31",NA,11.51,0.38,10.99,NA,4.27,3.26,NA,NA,2.14,NA,3.27,NA,NA,46.89,2.93,4.65,19.97,1.73,NA,14.4,NA,NA,5.73,10.59,NA,NA,NA,3.74,10.41,17.53,0,7.39,6.08,NA,8.09,-0.4,-4.09,NA,-0.73,-0.03,6.77,NA,5.26,12.36,12.5,NA,1.14,7.22,1.96,NA,NA,4.19
"1790","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-04-30",NA,11.94,0.28,8.26,NA,4.06,3.25,NA,NA,2.83,NA,6.52,NA,NA,46.89,3.08,3.89,19.83,1.55,NA,10.32,NA,NA,5.64,10.93,NA,NA,NA,4.23,12.63,17.18,0,8.22,7.73,NA,9.25,-0.19,0.97,NA,0,0.05,6.88,NA,5.81,28.75,13.44,NA,1.12,7.84,0.4,NA,NA,3.62
"1791","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-05-31",NA,11.02,0.09,8.26,NA,10.36,3.53,NA,NA,20.33,NA,2.84,NA,NA,54.2,3.07,4.5,29.26,1.74,NA,9.65,NA,NA,5.41,8.91,NA,NA,NA,0.39,12.91,16.95,0,7.47,6.34,NA,10.9,0.58,-0.31,NA,-0.08,0.09,6.98,NA,5.6,43.65,9.17,NA,1.05,8.18,0.22,NA,NA,2.68
"1792","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-06-30",NA,10.42,1.53,8.17,NA,16.35,2.94,NA,NA,22.37,NA,3.87,NA,NA,69.86,2.89,3.74,33.89,1.22,NA,10.3,NA,NA,5.84,8.42,NA,NA,NA,0.25,12.1,17.45,0,6.58,6.65,NA,5.28,0.26,-1.59,NA,0.49,0.26,7.24,NA,5.79,40,9.2,NA,1.15,0.47,0.16,11.83,NA,3.23
"1793","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-07-31",NA,8.67,1.34,8.34,NA,22.37,2.64,NA,NA,8.94,NA,4.87,NA,NA,29.59,2.62,4.43,35.62,1.76,NA,10.42,NA,NA,5.86,9.4,NA,NA,NA,-2.91,6.86,17.87,0,7.03,5.67,NA,2.57,0.58,1.96,NA,0.91,0.25,6.3,NA,5.78,36.03,9.37,NA,1.15,-4.36,0.16,16.22,NA,4.36
"1794","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-08-31",NA,9.57,1.24,8.33,NA,21.51,2.45,NA,NA,2.12,NA,4.45,NA,NA,29.59,2.62,4.49,35.87,1.7,NA,12.41,NA,NA,6.14,10.81,NA,NA,NA,-3.54,13.47,17.72,0,6.02,6.35,NA,3.67,0.99,2.04,NA,0.57,0.29,6.3,NA,5.97,88.92,9.37,NA,0.76,-9.07,0.16,19.95,NA,4.35
"1795","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-09-30",NA,10.57,1.9,7.42,NA,22.58,1.88,NA,NA,1.15,NA,4.32,NA,NA,29.59,2.62,3.76,34.2,1.09,NA,13.38,NA,NA,6.36,12.49,NA,NA,NA,-3.78,11.3,17.86,0,6,6.18,NA,6.68,2.14,2.79,NA,0.47,0.2,6.55,NA,5.95,95.03,10.02,NA,0.75,-5.87,0.32,13.51,NA,4.9
"1796","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-10-31",NA,11.01,1.99,7.29,NA,25.67,1.98,NA,NA,1.35,NA,3.68,NA,NA,29.59,2.57,4.03,25.6,0.83,NA,13.77,NA,NA,6.47,12.26,NA,NA,NA,-4.51,11.96,17.93,0,3.84,5.91,NA,5.24,3,-0.75,NA,0.82,0.3,6.68,NA,5.95,145.91,10.67,NA,0.75,-4.79,8.33,14.43,NA,3.58
"1797","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-11-30",NA,10.26,2.28,6.93,NA,22.03,1.77,NA,NA,1.54,NA,4.57,NA,NA,40.94,2.34,5.06,24.41,0.94,NA,13.45,NA,NA,6.91,8.24,NA,NA,NA,-2.72,18.65,28.95,0,4.78,6.46,NA,6.05,0.67,-2.86,NA,-6.09,0.34,6.8,NA,6.12,158.7,11.08,NA,0.77,-2.88,8.44,16.06,NA,3.58
"1798","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2011-12-31",NA,10.7,2.27,5.87,NA,23.32,2.14,NA,NA,3.38,NA,3.26,NA,NA,37.37,2.34,5.09,22.76,0.16,NA,20.97,NA,NA,7.27,8.82,NA,NA,NA,-2.71,25.41,16.23,0.09,3.89,6.65,NA,6.36,0.77,-3.36,NA,-7.81,0.34,7.13,NA,6.32,302.53,14.77,NA,0.84,-4.15,8.41,18.45,NA,7.57
"1799","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2012-01-31",NA,10.59,1.04,5.5,NA,24.13,4,NA,NA,1.74,NA,4.93,NA,NA,37.37,2.38,6.77,24.32,-3.77,NA,22.16,NA,NA,7.52,8.63,NA,NA,NA,2.38,23.19,16.47,0.09,3.96,6.89,NA,11.35,0.67,-0.84,NA,-2.96,0.42,5.9,NA,6.3,205.08,25.52,NA,0.99,-2.02,8.47,16.49,NA,7.35
"1800","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2012-02-29",NA,10.95,1.51,5.27,NA,24.11,4.29,NA,NA,2.71,NA,2.77,NA,NA,37.37,2.33,6.86,28.84,0.14,NA,21.31,NA,NA,7.64,8.93,NA,NA,NA,-1.85,30.56,16.32,0.09,4.32,9.16,NA,8.63,0.99,-0.32,NA,-2.85,0.42,5.86,NA,6.3,146.26,27.89,NA,1.02,-1.21,8.48,15.85,NA,7.08
"1801","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2012-03-31",NA,11.84,1.51,5.38,NA,24.76,4.86,NA,NA,1.34,NA,-0.45,NA,NA,37.37,1.56,7.23,28.5,0.25,NA,22.19,NA,NA,8.03,4.43,NA,NA,NA,-1.5,27.46,16.22,0.09,3.93,9.3,NA,6.93,1,3.22,NA,-2.84,0.38,6.47,NA,7.68,81.89,28.75,NA,1.13,-0.34,8.48,14.76,NA,5.77
"1802","Alcoholic Beverages, Tobacco, and Narcotics","PCPIFBT_PC_CP_A_PT","2012-04-30",NA,11.69,2.74,6.74,NA,24.13,5.49,NA,NA,0.38,NA,-4.2,NA,NA,37.37,1.36,7.57,25.3,0.53,NA,26.35,NA,NA,7.49,2.85,NA,NA,NA,-4.99,22.54,16.55,0.09,3.43,8.22,NA,5.96,6.53,0.63,NA,-3.81,4.67,6.18,NA,7.26,105.99,41.38,NA,1.2,-0.69,8.48,16.3,NA,6.11
